"","year","state","county","commodity","damagecause","loss","count","acres","lossperacre","lossperclaim","acresperclaim"
"411899",2014,"WA","Walla Walla","WHEAT","Heat",823328.72,8,6194.0142,132.923285839416,102916.09,774.251775
"411900",2015,"WA","Walla Walla","WHEAT","Heat",664327.9,10,9231.443,71.9636030900045,66432.79,923.1443
"411912",2003,"OR","Wallowa","WHEAT","Heat",4952,1,121.2,40.8580858085809,4952,121.2
"411913",2006,"OR","Wallowa","WHEAT","Heat",30559.2,2,856.232,35.6903269207411,15279.6,428.116
"411914",2007,"OR","Wallowa","WHEAT","Heat",50094.3,2,362.47,138.202609871162,25047.15,181.235
"411915",2008,"OR","Wallowa","WHEAT","Heat",4230.4,1,70.72,59.8190045248869,4230.4,70.72
"411916",2009,"OR","Wallowa","WHEAT","Heat",42670,2,223.1,191.259524876737,21335,111.55
"411917",2012,"OR","Wallowa","WHEAT","Heat",20556.4,3,323.88,63.4691861183154,6852.13333333333,107.96
"411918",2013,"OR","Wallowa","WHEAT","Heat",25351,1,228.7,110.848272846524,25351,228.7
"411919",2014,"OR","Wallowa","WHEAT","Heat",3714.5,1,75.7,49.0686922060766,3714.5,75.7
"411920",2015,"OR","Wallowa","WHEAT","Heat",132008.4,4,1533.035,86.109188635615,33002.1,383.25875
"411948",2001,"OR","Wasco","WHEAT","Heat",38865,7,867.54,44.7990870737949,5552.14285714286,123.934285714286
"411949",2002,"OR","Wasco","WHEAT","Heat",113120.7,6,1720.683,65.7417432496282,18853.45,286.7805
"411950",2003,"OR","Wasco","WHEAT","Heat",82172,5,1579.88,52.0115451806466,16434.4,315.976
"411951",2004,"OR","Wasco","WHEAT","Heat",58932.8,5,1422.858,41.418609587183,11786.56,284.5716
"411952",2005,"OR","Wasco","WHEAT","Heat",26884.4,3,303.6,88.5520421607378,8961.46666666667,101.2
"411953",2006,"OR","Wasco","WHEAT","Heat",246032.55,6,5460.294,45.0584803675406,41005.425,910.049
"411954",2007,"OR","Wasco","WHEAT","Heat",476754.8,7,9433.432,50.538849487652,68107.8285714286,1347.63314285714
"411955",2008,"OR","Wasco","WHEAT","Heat",418932.44,8,3516.007,119.150058574969,52366.555,439.500875
"411956",2009,"OR","Wasco","WHEAT","Heat",1060079.78,5,6016.892,176.183946795123,212015.956,1203.3784
"411957",2010,"OR","Wasco","WHEAT","Heat",407,1,23.5,17.3191489361702,407,23.5
"411958",2012,"OR","Wasco","WHEAT","Heat",42067.44,3,612.2404,68.7106567942919,14022.48,204.080133333333
"411959",2013,"OR","Wasco","WHEAT","Heat",448887.01,8,7361.6186,60.9766729833029,56110.87625,920.202325
"411960",2014,"OR","Wasco","WHEAT","Heat",124947.84,5,2004.0796,62.346745109326,24989.568,400.81592
"411961",2015,"OR","Wasco","WHEAT","Heat",216193.94,2,3503.256,61.7122870837872,108096.97,1751.628
"411986",2014,"OR","Washington","WHEAT","Heat",33105.8,2,111.46,297.01955858604,16552.9,55.73
"411987",2015,"OR","Washington","WHEAT","Heat",5105.1,1,38.01,134.309392265193,5105.1,38.01
"412061",2001,"WA","Whitman","WHEAT","Heat",42446.5,4,1503.128,28.2387793986939,10611.625,375.782
"412062",2002,"WA","Whitman","WHEAT","Heat",48449.74,4,1668.6283,29.035669597597,12112.435,417.157075
"412063",2003,"WA","Whitman","WHEAT","Heat",105517.95,5,2851.4604,37.0048800256879,21103.59,570.29208
"412064",2004,"WA","Whitman","WHEAT","Heat",22761.84,7,1810.114,12.5748102053241,3251.69142857143,258.587714285714
"412065",2005,"WA","Whitman","WHEAT","Heat",73073.12,5,2718.3622,26.8813037497358,14614.624,543.67244
"412066",2006,"WA","Whitman","WHEAT","Heat",763648.66,7,20531.5226,37.1939614454118,109092.665714286,2933.07465714286
"412067",2007,"WA","Whitman","WHEAT","Heat",644897.2,8,17240.548,37.4058411600374,80612.15,2155.0685
"412068",2008,"WA","Whitman","WHEAT","Heat",324990.71,6,4880.8637,66.5846722988802,54165.1183333333,813.477283333333
"412069",2009,"WA","Whitman","WHEAT","Heat",1022190.11,9,4876.3612,209.621491943624,113576.678888889,541.817911111111
"412070",2010,"WA","Whitman","WHEAT","Heat",1428990.57,7,27728.064,51.5358941035335,204141.51,3961.152
"412071",2011,"WA","Whitman","WHEAT","Heat",65630.5,3,517.14,126.910507792861,21876.8333333333,172.38
"412072",2012,"WA","Whitman","WHEAT","Heat",20356.07,2,339.859,59.8956331890578,10178.035,169.9295
"412073",2013,"WA","Whitman","WHEAT","Heat",199643.5,6,2806.1752,71.1443462261373,33273.9166666667,467.695866666667
"412074",2014,"WA","Whitman","WHEAT","Heat",4496795.78,13,60639.5014,74.1562129664872,345907.367692308,4664.57703076923
"412075",2015,"WA","Whitman","WHEAT","Heat",7192245.8,14,84036.6136,85.5846694898234,513731.842857143,6002.61525714286
"412146",2001,"WA","Yakima","WHEAT","Heat",18092,2,193.59,93.4552404566352,9046,96.795
"412147",2002,"WA","Yakima","WHEAT","Heat",37519,2,592.79,63.2922282764554,18759.5,296.395
"412148",2003,"WA","Yakima","WHEAT","Heat",1603,1,13,123.307692307692,1603,13
"412149",2004,"WA","Yakima","WHEAT","Heat",1845.9,1,491.9805,3.7519779747368,1845.9,491.9805
"412150",2006,"WA","Yakima","WHEAT","Heat",35776.2,2,1364.68,26.2158161620307,17888.1,682.34
"412151",2007,"WA","Yakima","WHEAT","Heat",9672.1,2,393.93,24.552839336938,4836.05,196.965
"412152",2008,"WA","Yakima","WHEAT","Heat",5192,1,124.49,41.7061611374408,5192,124.49
"412153",2009,"WA","Yakima","WHEAT","Heat",2414,1,9,268.222222222222,2414,9
"412154",2010,"WA","Yakima","WHEAT","Heat",5057,1,218.5,23.1441647597254,5057,218.5
"412155",2011,"WA","Yakima","WHEAT","Heat",28586.8,2,525,54.4510476190476,14293.4,262.5
"412156",2012,"WA","Yakima","WHEAT","Heat",2635.75,1,351.325,7.50231267345051,2635.75,351.325
"412157",2013,"WA","Yakima","WHEAT","Heat",112264.3,2,1251.097,89.7326905907376,56132.15,625.5485
"412158",2014,"WA","Yakima","WHEAT","Heat",35266,2,313.07,112.645734180854,17633,156.535
"412159",2015,"WA","Yakima","WHEAT","Heat",76325,4,614.8,124.146063760573,19081.25,153.7
"412160",2015,"OR","Yamhill","WHEAT","Heat",3763.8,1,36.09,104.28927680798,3763.8,36.09
"412235",2015,"ID","Canyon","ALFALFA SEED","Heat",1821,1,34.7,52.478386167147,1821,34.7
"412238",2002,"WA","Grant","ALFALFA SEED","Heat",5491.2,1,15.88,345.793450881612,5491.2,15.88
"412239",2003,"WA","Grant","ALFALFA SEED","Heat",13380,1,39.7,337.027707808564,13380,39.7
"412240",2004,"WA","Grant","ALFALFA SEED","Heat",19079,1,79.7,239.385194479297,19079,79.7
"412241",2005,"WA","Grant","ALFALFA SEED","Heat",2601,1,33.4,77.874251497006,2601,33.4
"412242",2008,"WA","Grant","ALFALFA SEED","Heat",402,1,36,11.1666666666667,402,36
"412243",2013,"WA","Grant","ALFALFA SEED","Heat",14546,1,30,484.866666666667,14546,30
"412244",2015,"WA","Grant","ALFALFA SEED","Heat",156072,2,536,291.179104477612,78036,268
"412245",2003,"OR","Malheur","ALFALFA SEED","Heat",802,1,33,24.3030303030303,802,33
"412255",2007,"WA","Walla Walla","ALFALFA SEED","Heat",13541.6,2,22.16,611.083032490975,6770.8,11.08
"412256",2008,"WA","Walla Walla","ALFALFA SEED","Heat",13817,1,55.4,249.404332129964,13817,55.4
"412257",2015,"WA","Walla Walla","ALFALFA SEED","Heat",106971,2,272.12,393.10230780538,53485.5,136.06
"412258",2006,"WA","Chelan","ADJUSTED GROSS REVENUE-LITE","Heat",22601.2,1,0,0,22601.2,0
"412259",2012,"WA","Chelan","ADJUSTED GROSS REVENUE-LITE","Heat",16332,1,0,0,16332,0
"412260",2010,"WA","Douglas","ADJUSTED GROSS REVENUE-LITE","Heat",5195,1,0,0,5195,0
"412261",2014,"WA","Douglas","ADJUSTED GROSS REVENUE-LITE","Heat",12019,1,0,0,12019,0
"412262",2014,"WA","Franklin","ADJUSTED GROSS REVENUE-LITE","Heat",22771,1,0,0,22771,0
"412263",2014,"WA","Grant","ADJUSTED GROSS REVENUE-LITE","Heat",33473,1,0,0,33473,0
"412264",2007,"OR","Malheur","ADJUSTED GROSS REVENUE-LITE","Heat",13069,1,0,0,13069,0
"412265",2008,"OR","Marion","ADJUSTED GROSS REVENUE-LITE","Heat",20345,1,0,0,20345,0
"412266",2006,"WA","Okanogan","ADJUSTED GROSS REVENUE-LITE","Heat",8999.4,1,0,0,8999.4,0
"412267",2008,"WA","Okanogan","ADJUSTED GROSS REVENUE-LITE","Heat",5728.83,1,0,0,5728.83,0
"412268",2009,"WA","Okanogan","ADJUSTED GROSS REVENUE-LITE","Heat",17664,1,0,0,17664,0
"412271",2014,"OR","Washington","ADJUSTED GROSS REVENUE-LITE","Heat",230383.03,2,0,0,115191.515,0
"412272",2013,"WA","Yakima","ADJUSTED GROSS REVENUE-LITE","Heat",3089.5,1,0,0,3089.5,0
"412273",2014,"WA","Yakima","ADJUSTED GROSS REVENUE-LITE","Heat",9525.2,1,0,0,9525.2,0
"412274",2014,"OR","Coos","ADJUSTED GROSS REVENUE-LITE","Heat",91256.13,1,0,0,91256.13,0
"412275",2014,"WA","Whatcom","ADJUSTED GROSS REVENUE-LITE","Heat",110503,1,0,0,110503,0
"412367",2015,"WA","Grant","BUCKWHEAT","Heat",17046,1,221,77.131221719457,17046,221
"412458",2015,"WA","Benton","Whole Farm Revenue Protection","Heat",189300,1,0,0,189300,0
"412459",2015,"WA","Chelan","Whole Farm Revenue Protection","Heat",132462.21,2,0,0,66231.105,0
"412461",2015,"WA","Douglas","Whole Farm Revenue Protection","Heat",211093,2,0,0,105546.5,0
"412462",2015,"WA","Franklin","Whole Farm Revenue Protection","Heat",475195,1,0,0,475195,0
"412463",2015,"WA","Grant","Whole Farm Revenue Protection","Heat",489413.95,4,0,0,122353.4875,0
"412464",2015,"ID","Latah","Whole Farm Revenue Protection","Heat",49012.4,1,0,0,49012.4,0
"412465",2015,"ID","Lewis","Whole Farm Revenue Protection","Heat",16379,1,0,0,16379,0
"412466",2015,"WA","Lincoln","Whole Farm Revenue Protection","Heat",933551,1,0,0,933551,0
"412467",2015,"OR","Malheur","Whole Farm Revenue Protection","Heat",261015,2,0,0,130507.5,0
"412468",2015,"ID","Nez Perce","Whole Farm Revenue Protection","Heat",80339.2,1,0,0,80339.2,0
"412469",2015,"WA","Okanogan","Whole Farm Revenue Protection","Heat",334654.3,3,0,0,111551.433333333,0
"412471",2015,"OR","Umatilla","Whole Farm Revenue Protection","Heat",69527,1,0,0,69527,0
"412473",2015,"WA","Yakima","Whole Farm Revenue Protection","Heat",42735.5,2,0,0,21367.75,0
"412474",2015,"WA","Whatcom","Whole Farm Revenue Protection","Heat",103291,1,0,0,103291,0
"412475",2004,"WA","Franklin","ADJUSTED GROSS REVENUE","Hot Wind",161580.9,1,0,0,161580.9,0
"412476",2007,"WA","Franklin","ADJUSTED GROSS REVENUE","Hot Wind",45777.76,1,0,0,45777.76,0
"412477",2005,"WA","Grant","ADJUSTED GROSS REVENUE","Hot Wind",163238,1,0,0,163238,0
"412478",2012,"WA","Grant","ADJUSTED GROSS REVENUE","Hot Wind",331043,1,0,0,331043,0
"412479",2013,"WA","Okanogan","ADJUSTED GROSS REVENUE","Hot Wind",3398.5,1,0,0,3398.5,0
"412480",2003,"ID","Ada","All Other Crops","Hot Wind",521,1,17.925,29.0655509065551,521,17.925
"412481",2004,"ID","Ada","All Other Crops","Hot Wind",76349,1,120,636.241666666667,76349,120
"412482",2012,"ID","Ada","All Other Crops","Hot Wind",2605.02,1,4.356,598.030303030303,2605.02,4.356
"412485",2001,"OR","All Other Counties","All Other Crops","Hot Wind",4719,1,437.4,10.7887517146776,4719,437.4
"412505",2002,"ID","Clark","All Other Crops","Hot Wind",112.6,1,3.75,30.0266666666667,112.6,3.75
"412506",2010,"ID","Clark","All Other Crops","Hot Wind",1677,1,18.7,89.6791443850267,1677,18.7
"412547",2014,"WA","Klickitat","All Other Crops","Hot Wind",15883.35,2,33,481.313636363636,7941.675,16.5
"412632",2012,"ID","Washington","All Other Crops","Hot Wind",6388.2,1,41.655,153.359740727404,6388.2,41.655
"412660",2001,"WA","Benton","APPLES","Hot Wind",236815,2,66.3,3571.87028657617,118407.5,33.15
"412668",2001,"WA","Yakima","APPLES","Hot Wind",3876,1,17.4,222.758620689655,3876,17.4
"412669",2013,"WA","Yakima","APPLES","Hot Wind",40286,1,30.3,1329.57095709571,40286,30.3
"412692",2001,"ID","Bear Lake","BARLEY","Hot Wind",517.93,1,27.734,18.6749116607774,517.93,27.734
"412693",2013,"ID","Bear Lake","BARLEY","Hot Wind",3071.35,1,60.008,51.1823423543527,3071.35,60.008
"412708",2002,"ID","Bingham","BARLEY","Hot Wind",844.8,1,22,38.4,844.8,22
"412709",2003,"ID","Bingham","BARLEY","Hot Wind",3171,1,36.6,86.6393442622951,3171,36.6
"412710",2015,"ID","Bingham","BARLEY","Hot Wind",3080,1,44.5,69.2134831460674,3080,44.5
"412714",2002,"ID","Bonneville","BARLEY","Hot Wind",1112,1,60,18.5333333333333,1112,60
"412715",2006,"ID","Bonneville","BARLEY","Hot Wind",2786,1,131,21.2671755725191,2786,131
"412716",2008,"ID","Bonneville","BARLEY","Hot Wind",9987,1,25.8,387.093023255814,9987,25.8
"412726",2004,"ID","Caribou","BARLEY","Hot Wind",3568.4,1,76.5,46.6457516339869,3568.4,76.5
"412752",2001,"ID","Franklin","BARLEY","Hot Wind",538.02,1,19.6,27.45,538.02,19.6
"412753",2001,"ID","Fremont","BARLEY","Hot Wind",394221,2,8526,46.2375087966221,197110.5,4263
"412754",2005,"ID","Fremont","BARLEY","Hot Wind",11001.2,3,500.832,21.965848827551,3667.06666666667,166.944
"412755",2006,"ID","Fremont","BARLEY","Hot Wind",18670,3,743.3,25.1177182833311,6223.33333333333,247.766666666667
"412756",2015,"ID","Fremont","BARLEY","Hot Wind",51808,1,338.7,152.961322704458,51808,338.7
"412778",2013,"WA","Grant","BARLEY","Hot Wind",1778,1,20.17,88.1507188894398,1778,20.17
"412780",2006,"ID","Jefferson","BARLEY","Hot Wind",2227,1,281.6,7.90838068181818,2227,281.6
"412781",2007,"ID","Jefferson","BARLEY","Hot Wind",63.95,1,1.114,57.4057450628366,63.95,1.114
"412782",2012,"ID","Jefferson","BARLEY","Hot Wind",6749,1,37,182.405405405405,6749,37
"412795",2007,"ID","Madison","BARLEY","Hot Wind",45873,2,455.2,100.775483304042,22936.5,227.6
"412796",2008,"ID","Madison","BARLEY","Hot Wind",24658.2,1,350.14,70.4238304678129,24658.2,350.14
"412798",2002,"OR","Malheur","BARLEY","Hot Wind",351.3,1,5.5,63.8727272727273,351.3,5.5
"412809",2014,"ID","Oneida","BARLEY","Hot Wind",12328,1,316,39.0126582278481,12328,316
"412874",2004,"ID","Twin Falls","BARLEY","Hot Wind",952.5,1,18.3,52.0491803278689,952.5,18.3
"412875",2015,"ID","Twin Falls","BARLEY","Hot Wind",1442,1,14.2,101.549295774648,1442,14.2
"412877",2001,"OR","Wasco","BARLEY","Hot Wind",48,1,9.17,5.23446019629226,48,9.17
"412965",2003,"OR","Union","CANOLA","Hot Wind",1111,1,12.57,88.3850437549722,1111,12.57
"412969",2009,"WA","Franklin","CHERRIES","Hot Wind",155729.4,2,24.78,6284.4794188862,77864.7,12.39
"412971",2009,"WA","Grant","CHERRIES","Hot Wind",36609,1,15,2440.6,36609,15
"412972",2015,"WA","Grant","CHERRIES","Hot Wind",53829.85,2,62.89,855.936555891239,26914.925,31.445
"412979",2014,"OR","Umatilla","CHERRIES","Hot Wind",6783,1,2.25,3014.66666666667,6783,2.25
"412980",2010,"OR","Wasco","CHERRIES","Hot Wind",4961,1,4.45,1114.83146067416,4961,4.45
"412981",2013,"WA","Yakima","CHERRIES","Hot Wind",442.8,1,0.12,3690,442.8,0.12
"412982",2015,"WA","Yakima","CHERRIES","Hot Wind",77799.1,1,68.94,1128.50449666377,77799.1,68.94
"413242",2012,"ID","Cassia","CORN","Hot Wind",2206.71,1,25.212,87.5261780104712,2206.71,25.212
"414371",2002,"OR","Malheur","CORN","Hot Wind",2700,1,50.1,53.8922155688623,2700,50.1
"414372",2014,"OR","Malheur","CORN","Hot Wind",4780,1,35.1,136.182336182336,4780,35.1
"415401",2001,"WA","Yakima","CORN","Hot Wind",5005,1,39.7,126.070528967254,5005,39.7
"416482",2003,"ID","Twin Falls","DRY BEANS","Hot Wind",666,1,19.08,34.9056603773585,666,19.08
"416483",2005,"ID","Twin Falls","DRY BEANS","Hot Wind",2942.1,1,10.78,272.922077922078,2942.1,10.78
"416484",2013,"ID","Twin Falls","DRY BEANS","Hot Wind",210.35,1,0.42,500.833333333333,210.35,0.42
"416495",2005,"WA","Whitman","DRY BEANS","Hot Wind",4190,1,97.2,43.1069958847737,4190,97.2
"416507",2015,"WA","Columbia","DRY PEAS","Hot Wind",589,1,46.9,12.5586353944563,589,46.9
"416517",2010,"ID","Latah","DRY PEAS","Hot Wind",6448,1,131.05,49.202594429607,6448,131.05
"416518",2014,"WA","Lincoln","DRY PEAS","Hot Wind",2802.56,1,13.5401,206.982223174127,2802.56,13.5401
"416523",2010,"ID","Nez Perce","DRY PEAS","Hot Wind",2511,1,80.8,31.0767326732673,2511,80.8
"416530",2011,"ID","Twin Falls","DRY PEAS","Hot Wind",1957,1,9.5,206,1957,9.5
"416531",2009,"WA","Whitman","DRY PEAS","Hot Wind",2776.4,1,32,86.7625,2776.4,32
"416532",2010,"WA","Whitman","DRY PEAS","Hot Wind",3940.4,1,46.716,84.3479749978594,3940.4,46.716
"416614",2002,"OR","Malheur","FORAGE PRODUCTION","Hot Wind",1162,1,55.9,20.7871198568873,1162,55.9
"418073",2001,"WA","Yakima","GRAPES","Hot Wind",2160,1,11,196.363636363636,2160,11
"418075",2013,"WA","Adams","GREEN PEAS","Hot Wind",82854,2,253,327.486166007905,41427,126.5
"418076",2014,"WA","Adams","GREEN PEAS","Hot Wind",127538.5,1,175,728.791428571429,127538.5,175
"418079",2014,"WA","Grant","GREEN PEAS","Hot Wind",115994,1,132.5,875.42641509434,115994,132.5
"418083",2003,"ID","Nez Perce","GREEN PEAS","Hot Wind",30204,2,637.04,47.413035288208,15102,318.52
"418090",2002,"OR","Umatilla","GREEN PEAS","Hot Wind",1600.8,1,15.84,101.060606060606,1600.8,15.84
"418091",2009,"OR","Umatilla","GREEN PEAS","Hot Wind",836.55,1,22.75,36.7714285714286,836.55,22.75
"418413",2002,"WA","Walla Walla","ONIONS","Hot Wind",15969.4,2,10.42,1532.57197696737,7984.7,5.21
"418634",2005,"ID","Bingham","POTATOES","Hot Wind",52457,1,416.9,125.826337251139,52457,416.9
"418635",2007,"ID","Bingham","POTATOES","Hot Wind",5850.95,1,12.39,472.231638418079,5850.95,12.39
"418636",2004,"ID","Bonneville","POTATOES","Hot Wind",216719,1,1156.1,187.456967390364,216719,1156.1
"418637",2006,"ID","Bonneville","POTATOES","Hot Wind",5402,1,41.9,128.926014319809,5402,41.9
"418638",2007,"ID","Bonneville","POTATOES","Hot Wind",441658,1,2347,188.179804005113,441658,2347
"418639",2011,"ID","Bonneville","POTATOES","Hot Wind",32588,1,120,271.566666666667,32588,120
"418640",2012,"ID","Bonneville","POTATOES","Hot Wind",12337.6,1,41.6,296.576923076923,12337.6,41.6
"418641",2005,"ID","Cassia","POTATOES","Hot Wind",13636,1,101.5,134.344827586207,13636,101.5
"418642",2015,"ID","Cassia","POTATOES","Hot Wind",10467,1,126.9,82.4822695035461,10467,126.9
"418646",2004,"ID","Elmore","POTATOES","Hot Wind",25830,1,200,129.15,25830,200
"418648",2006,"ID","Fremont","POTATOES","Hot Wind",255856.2,1,999,256.112312312312,255856.2,999
"418651",2012,"WA","Grant","POTATOES","Hot Wind",61533.5,2,152,404.825657894737,30766.75,76
"418652",2007,"ID","Jefferson","POTATOES","Hot Wind",44227,1,38.8,1139.87113402062,44227,38.8
"418653",2014,"OR","Klamath","POTATOES","Hot Wind",59166,1,55.5,1066.05405405405,59166,55.5
"418654",2015,"OR","Klamath","POTATOES","Hot Wind",234943,1,261.5,898.443594646272,234943,261.5
"418656",2007,"ID","Madison","POTATOES","Hot Wind",42326,1,60.3,701.923714759536,42326,60.3
"418670",2004,"ID","Twin Falls","POTATOES","Hot Wind",557533.6,2,1308,426.248929663609,278766.8,654
"418789",2015,"ID","Bannock","SAFFLOWER","Hot Wind",465.3,1,8.76,53.1164383561644,465.3,8.76
"420364",2001,"ID","Bingham","SUGAR BEETS","Hot Wind",4500,1,125,36,4500,125
"420366",2004,"ID","Canyon","SUGAR BEETS","Hot Wind",66.6,1,1.71,38.9473684210526,66.6,1.71
"420391",2004,"OR","Malheur","SUGAR BEETS","Hot Wind",73304,1,137.2,534.285714285714,73304,137.2
"420394",2005,"ID","Minidoka","SUGAR BEETS","Hot Wind",2641,1,36.7,71.9618528610354,2641,36.7
"420439",2006,"ID","Twin Falls","SUGAR BEETS","Hot Wind",2926,1,77,38,2926,77
"420440",2001,"OR","Union","SUGAR BEETS","Hot Wind",450,1,12.5,36,450,12.5
"420832",2003,"WA","Franklin","SWEET CORN","Hot Wind",7189,1,153.48,46.8399791503779,7189,153.48
"420880",2001,"WA","Adams","WHEAT","Hot Wind",2466.8,1,160.839,15.3370762066414,2466.8,160.839
"420881",2012,"WA","Adams","WHEAT","Hot Wind",32779,1,130,252.146153846154,32779,130
"420882",2014,"WA","Adams","WHEAT","Hot Wind",127526.2,1,965.159,132.129731992345,127526.2,965.159
"420883",2015,"WA","Adams","WHEAT","Hot Wind",1001,1,3.79,264.116094986807,1001,3.79
"420944",2006,"ID","Bannock","WHEAT","Hot Wind",4507.8,2,103.767,43.4415565642256,2253.9,51.8835
"420956",2013,"ID","Bear Lake","WHEAT","Hot Wind",204.8,1,21.382,9.57814984566458,204.8,21.382
"420995",2005,"ID","Bingham","WHEAT","Hot Wind",30732.4,1,279.82,109.829175898792,30732.4,279.82
"420996",2009,"ID","Bingham","WHEAT","Hot Wind",2873.6,1,80,35.92,2873.6,80
"420997",2011,"ID","Bingham","WHEAT","Hot Wind",4104.1,1,14.08,291.484375,4104.1,14.08
"420998",2012,"ID","Bingham","WHEAT","Hot Wind",3429,1,15.42,222.373540856031,3429,15.42
"421007",2002,"ID","Bonneville","WHEAT","Hot Wind",1067.4,1,11.985,89.0613266583229,1067.4,11.985
"421008",2007,"ID","Bonneville","WHEAT","Hot Wind",772.45,1,33.215,23.2560590094837,772.45,33.215
"421009",2008,"ID","Bonneville","WHEAT","Hot Wind",21152,1,140,151.085714285714,21152,140
"421010",2011,"ID","Bonneville","WHEAT","Hot Wind",12155.85,1,49.63,244.929478138223,12155.85,49.63
"421011",2012,"ID","Bonneville","WHEAT","Hot Wind",10618.2,1,43.02,246.820083682008,10618.2,43.02
"421012",2013,"ID","Bonneville","WHEAT","Hot Wind",14239.8,1,31.2,456.403846153846,14239.8,31.2
"421013",2015,"ID","Bonneville","WHEAT","Hot Wind",4176,2,112,37.2857142857143,2088,56
"421080",2003,"ID","Cassia","WHEAT","Hot Wind",390.4,1,14.8,26.3783783783784,390.4,14.8
"421081",2006,"ID","Cassia","WHEAT","Hot Wind",2284,1,65.4,34.9235474006116,2284,65.4
"421082",2012,"ID","Cassia","WHEAT","Hot Wind",1701,1,8.91,190.909090909091,1701,8.91
"421306",2011,"WA","Douglas","WHEAT","Hot Wind",5474.5,1,179.65,30.4731422209852,5474.5,179.65
"421307",2012,"WA","Douglas","WHEAT","Hot Wind",4079,1,384,10.6223958333333,4079,384
"421308",2013,"WA","Douglas","WHEAT","Hot Wind",6921.6,1,206,33.6,6921.6,206
"421398",2008,"ID","Fremont","WHEAT","Hot Wind",89144,1,718.97,123.988483525043,89144,718.97
"421447",2001,"ID","Gooding","WHEAT","Hot Wind",7448,2,171.6,43.4032634032634,3724,85.8
"421498",2001,"WA","Grant","WHEAT","Hot Wind",2980,3,200.36,14.8732281892593,993.333333333333,66.7866666666667
"421499",2012,"WA","Grant","WHEAT","Hot Wind",19829.4,1,558.18,35.5250994302913,19829.4,558.18
"421728",2012,"ID","Idaho","WHEAT","Hot Wind",3671,1,59.2,62.0101351351351,3671,59.2
"421826",2001,"OR","Klamath","WHEAT","Hot Wind",13610,1,75.2,180.984042553191,13610,75.2
"421827",2014,"OR","Klamath","WHEAT","Hot Wind",6189,1,55.7,111.113105924596,6189,55.7
"421828",2015,"OR","Klamath","WHEAT","Hot Wind",2596,1,30.2,85.9602649006623,2596,30.2
"421829",2013,"WA","Klickitat","WHEAT","Hot Wind",30038.1,2,455.42,65.9569188880594,15019.05,227.71
"421879",2009,"ID","Lewis","WHEAT","Hot Wind",7334,1,32.01,229.11590128085,7334,32.01
"421892",2014,"ID","Lincoln","WHEAT","Hot Wind",1108.75,1,41.25,26.8787878787879,1108.75,41.25
"421900",2008,"WA","Lincoln","WHEAT","Hot Wind",24528,1,182.2,134.621295279912,24528,182.2
"421901",2009,"WA","Lincoln","WHEAT","Hot Wind",23086.2,1,177.012,130.421666327707,23086.2,177.012
"421902",2015,"WA","Lincoln","WHEAT","Hot Wind",108088.8,2,309,349.801941747573,54044.4,154.5
"421903",2013,"OR","Linn","WHEAT","Hot Wind",65105,1,128,508.6328125,65105,128
"421952",2008,"ID","Madison","WHEAT","Hot Wind",3686.4,1,59.67,61.7797888386124,3686.4,59.67
"422030",2012,"OR","Morrow","WHEAT","Hot Wind",19268.04,1,189.057,101.916564845523,19268.04,189.057
"422031",2013,"OR","Morrow","WHEAT","Hot Wind",5802.5,1,59.615,97.3328860186195,5802.5,59.615
"422032",2014,"OR","Morrow","WHEAT","Hot Wind",15065.8,1,50.2,300.115537848606,15065.8,50.2
"422092",2014,"ID","Oneida","WHEAT","Hot Wind",203.4,1,9.488,21.4376053962901,203.4,9.488
"422187",2012,"ID","Power","WHEAT","Hot Wind",54960,1,272.3,201.836210062431,54960,272.3
"422188",2013,"ID","Power","WHEAT","Hot Wind",12653.6,1,60.4,209.496688741722,12653.6,60.4
"422566",2015,"ID","Twin Falls","WHEAT","Hot Wind",2127,1,35.3,60.2549575070822,2127,35.3
"422567",2001,"OR","Umatilla","WHEAT","Hot Wind",243876.4,2,3031.26,80.4538046884794,121938.2,1515.63
"422568",2004,"OR","Umatilla","WHEAT","Hot Wind",522,1,196.49,2.65662374675556,522,196.49
"422569",2012,"OR","Umatilla","WHEAT","Hot Wind",98204.04,1,1179.585,83.2530423835501,98204.04,1179.585
"422570",2014,"OR","Umatilla","WHEAT","Hot Wind",104119.6,4,727.8,143.060730970047,26029.9,181.95
"422595",2001,"WA","Walla Walla","WHEAT","Hot Wind",172,1,16.7,10.2994011976048,172,16.7
"422596",2009,"WA","Walla Walla","WHEAT","Hot Wind",5887.2,1,48.125,122.331428571429,5887.2,48.125
"422597",2012,"WA","Walla Walla","WHEAT","Hot Wind",13702.5,2,39.575,346.241313960834,6851.25,19.7875
"422598",2014,"WA","Walla Walla","WHEAT","Hot Wind",15265.6,3,55.804,273.557451078776,5088.53333333333,18.6013333333333
"422599",2015,"WA","Walla Walla","WHEAT","Hot Wind",8736,1,121,72.198347107438,8736,121
"422607",2014,"OR","Wallowa","WHEAT","Hot Wind",6865.5,1,244.35,28.096992019644,6865.5,244.35
"422611",2001,"OR","Wasco","WHEAT","Hot Wind",7766,3,448.01,17.3344344992299,2588.66666666667,149.336666666667
"422612",2013,"OR","Wasco","WHEAT","Hot Wind",2019,1,14.71,137.25356900068,2019,14.71
"422646",2015,"WA","Whitman","WHEAT","Hot Wind",6251.5,1,55.845,111.943772942967,6251.5,55.845
