"","year","state","county","commodity","damagecause","monthcode","month","acres","loss"
"1513283",2012,"WA","Okanogan","All Other Crops","Hail",7,"JUL",179.361,23628.15
"1513284",2012,"WA","Okanogan","All Other Crops","Hail",7,"JUL",1.8,541
"1513285",2012,"WA","Okanogan","All Other Crops","Freeze",9,"SEP",46.8,9005
"1513286",2012,"WA","Okanogan","All Other Crops","Cold Wet Weather",4,"APR",2.4,2706
"1513287",2012,"WA","Pacific","All Other Crops","Frost",5,"MAY",9.77,9071
"1513288",2012,"WA","Skagit","WHEAT","Decline in Price",4,"APR",0.2,88.64
"1513289",2012,"WA","Skagit","WHEAT","Excess Moisture/Precip/Rain",2,"FEB",10,4432
"1513290",2012,"WA","Skagit","WHEAT","Excess Moisture/Precip/Rain",3,"MAR",603.9,153518
"1513291",2012,"WA","Skagit","WHEAT","Excess Moisture/Precip/Rain",5,"MAY",2.52,549.6
"1513292",2012,"WA","Skagit","WHEAT","Excess Moisture/Precip/Rain",6,"JUN",96,2847
"1513293",2012,"WA","Skagit","WHEAT","Excess Moisture/Precip/Rain",2,"FEB",160,26715
"1513294",2012,"WA","Skagit","WHEAT","Excess Moisture/Precip/Rain",4,"APR",9.8,4343.36
"1513295",2012,"WA","Skagit","WHEAT","Excess Moisture/Precip/Rain",7,"JUL",17.3,850
"1513296",2012,"WA","Skagit","WHEAT","Excess Moisture/Precip/Rain",6,"JUN",3.78,824.4
"1513297",2012,"WA","Skagit","WHEAT","Cold Winter",5,"MAY",36.9,7677
"1513298",2012,"WA","Skagit","WHEAT","Cold Wet Weather",5,"MAY",128,24736
"1513299",2012,"WA","Skagit","WHEAT","Cold Wet Weather",6,"JUN",282.5,91051
"1513300",2012,"WA","Skagit","BLUEBERRIES","Excess Moisture/Precip/Rain",4,"APR",66.9,23968
"1513301",2012,"WA","Skagit","BLUEBERRIES","Cold Wet Weather",1,"JAN",17.7,52813
"1513302",2012,"WA","Skagit","POTATOES","Excess Moisture/Precip/Rain",6,"JUN",9.153,93.3
"1513303",2012,"WA","Skagit","POTATOES","Excess Moisture/Precip/Rain",9,"SEP",157.8,34466
"1513304",2012,"WA","Skagit","POTATOES","Excess Moisture/Precip/Rain",6,"JUN",90,30235
"1513305",2012,"WA","Skagit","POTATOES","Excess Moisture/Precip/Rain",6,"JUN",37.92,21169.8
"1513306",2012,"WA","Skagit","POTATOES","Excess Moisture/Precip/Rain",11,"NOV",29.2,37305.9
"1513307",2012,"WA","Skagit","POTATOES","Excess Moisture/Precip/Rain",10,"OCT",77.322,29938
"1513308",2012,"WA","Skagit","POTATOES","Excess Moisture/Precip/Rain",12,"DEC",4.9343,285.67
"1513309",2012,"WA","Skagit","POTATOES","Excess Moisture/Precip/Rain",5,"MAY",25.28,14113.2
"1513310",2012,"WA","Skagit","POTATOES","Excess Moisture/Precip/Rain",10,"OCT",42.6,53290
"1513311",2012,"WA","Skagit","POTATOES","Excess Moisture/Precip/Rain",4,"APR",1.017,6.3
"1513312",2012,"WA","Skagit","POTATOES","Excess Moisture/Precip/Rain",4,"APR",0.18,258
"1513313",2012,"WA","Skagit","POTATOES","Excess Moisture/Precip/Rain",11,"NOV",23.73,232.4
"1513314",2012,"WA","Skagit","POTATOES","Excess Moisture/Precip/Rain",6,"JUN",1.62,2327.1
"1513315",2012,"WA","Skagit","POTATOES","Excess Moisture/Precip/Rain",9,"SEP",46.7,61877
"1513316",2012,"WA","Skagit","POTATOES","Cold Wet Weather",6,"JUN",76.2537,21056.33
"1513317",2012,"WA","Skagit","POTATOES","Cold Wet Weather",6,"JUN",13.9,6310
"1513318",2012,"WA","Skagit","POTATOES","Cold Wet Weather",6,"JUN",133.9,166980
"1513319",2012,"WA","Skagit","BARLEY","Excess Moisture/Precip/Rain",6,"JUN",20.4,3166
"1513320",2012,"WA","Skagit","All Other Crops","Excess Moisture/Precip/Rain",8,"AUG",0,251220
"1513321",2012,"WA","Snohomish","All Other Crops","Decline in Price",2,"FEB",0.27,90.33
"1513322",2012,"WA","Snohomish","All Other Crops","Excess Moisture/Precip/Rain",11,"NOV",8.869,1506.75
"1513323",2012,"WA","Snohomish","All Other Crops","Excess Moisture/Precip/Rain",11,"NOV",2.891,4808.37
"1513324",2012,"WA","Snohomish","All Other Crops","Excess Moisture/Precip/Rain",6,"JUN",24,6110
"1513325",2012,"WA","Snohomish","All Other Crops","Excess Moisture/Precip/Rain",10,"OCT",3.009,5004.63
"1513326",2012,"WA","Snohomish","All Other Crops","Excess Moisture/Precip/Rain",5,"MAY",27.6,5189
"1513327",2012,"WA","Snohomish","All Other Crops","Excess Moisture/Precip/Rain",10,"OCT",9.231,1568.25
"1513328",2012,"WA","Snohomish","All Other Crops","Wildlife",2,"FEB",10.53,3522.87
"1513329",2012,"WA","Snohomish","All Other Crops","Wildlife",11,"NOV",16.2,5419.8
"1513330",2012,"WA","Spokane","WHEAT","Drought",11,"NOV",12.27,1386
"1513331",2012,"WA","Spokane","WHEAT","Drought",11,"NOV",448.03,30663
"1513332",2012,"WA","Spokane","WHEAT","Drought",7,"JUL",56.492,7436.4
"1513333",2012,"WA","Spokane","WHEAT","Drought",11,"NOV",59.2,1906
"1513334",2012,"WA","Spokane","WHEAT","Heat",6,"JUN",311,49205
"1513335",2012,"WA","Spokane","WHEAT","Heat",9,"SEP",245.27,25877
"1513336",2012,"WA","Spokane","WHEAT","Heat",6,"JUN",208.24,5644
"1513337",2012,"WA","Spokane","WHEAT","Heat",11,"NOV",47.04,1514.8
"1513338",2012,"WA","Spokane","WHEAT","Heat",7,"JUL",1235.01,114258
"1513339",2012,"WA","Spokane","WHEAT","Heat",8,"AUG",617.76,49210
"1513340",2012,"WA","Spokane","WHEAT","Excess Moisture/Precip/Rain",5,"MAY",188.34,1626
"1513341",2012,"WA","Spokane","WHEAT","Excess Moisture/Precip/Rain",8,"AUG",257.63,26861
"1513342",2012,"WA","Spokane","WHEAT","Excess Moisture/Precip/Rain",4,"APR",14,451
"1513343",2012,"WA","Spokane","WHEAT","Excess Moisture/Precip/Rain",5,"MAY",188.45,23731
"1513344",2012,"WA","Spokane","WHEAT","Excess Moisture/Precip/Rain",4,"APR",51.155,5135
"1513345",2012,"WA","Spokane","WHEAT","Excess Moisture/Precip/Rain",5,"MAY",140.7,3765
"1513346",2012,"WA","Spokane","WHEAT","Excess Moisture/Precip/Rain",4,"APR",91.1,13896
"1513347",2012,"WA","Spokane","WHEAT","Frost",5,"MAY",82.42,2229
"1513348",2012,"WA","Spokane","WHEAT","Frost",5,"MAY",946.58,70923.5
"1513349",2012,"WA","Spokane","WHEAT","Frost",8,"AUG",410.01,13461
"1513350",2012,"WA","Spokane","WHEAT","Frost",5,"MAY",84.738,11154.6
"1513351",2012,"WA","Spokane","WHEAT","Frost",6,"JUN",17.7,4739
"1513352",2012,"WA","Spokane","WHEAT","Frost",9,"SEP",185.3,28561
"1513353",2012,"WA","Spokane","WHEAT","Cold Winter",1,"JAN",192.07,19263
"1513354",2012,"WA","Spokane","WHEAT","Cold Winter",5,"MAY",197.7,66672
"1513355",2012,"WA","Spokane","WHEAT","Cold Wet Weather",4,"APR",601.18,24111.5
"1513356",2012,"WA","Spokane","WHEAT","Cold Wet Weather",1,"JAN",89.83,2887
"1513357",2012,"WA","Spokane","WHEAT","Cold Wet Weather",5,"MAY",1415.53,63726
"1513358",2012,"WA","Spokane","WHEAT","Cold Wet Weather",6,"JUN",592.12,45837
"1513359",2012,"WA","Spokane","WHEAT","Flood",7,"JUL",39.09,10061
"1513360",2012,"WA","Spokane","WHEAT","Insects",3,"MAR",70.56,2272.2
"1513361",2012,"WA","Spokane","WHEAT","Plant Disease",1,"JAN",51.155,5135
"1513362",2012,"WA","Spokane","WHEAT","Wildlife",4,"APR",69.58,10707
"1513363",2012,"WA","Spokane","CANOLA","Drought",9,"SEP",35.6,1601
"1513364",2012,"WA","Spokane","DRY PEAS","Heat",6,"JUN",207.1,5676
"1513365",2012,"WA","Spokane","DRY PEAS","Heat",7,"JUL",64.99,2686
"1513366",2012,"WA","Spokane","DRY PEAS","Excess Moisture/Precip/Rain",6,"JUN",47.8,3384
"1513367",2012,"WA","Spokane","DRY PEAS","Excess Moisture/Precip/Rain",5,"MAY",88.36,11620
"1513368",2012,"WA","Spokane","DRY PEAS","Excess Moisture/Precip/Rain",4,"APR",6.7,1117
"1513369",2012,"WA","Spokane","DRY PEAS","Excess Moisture/Precip/Rain",4,"APR",2.19,504
"1513370",2012,"WA","Spokane","DRY PEAS","Excess Moisture/Precip/Rain",5,"MAY",13.2,719
"1513371",2012,"WA","Spokane","DRY PEAS","Frost",9,"SEP",107.8,4278
"1513372",2012,"WA","Spokane","DRY PEAS","Cold Wet Weather",6,"JUN",38.9,1629
"1513373",2012,"WA","Spokane","DRY PEAS","Cold Wet Weather",4,"APR",53.586,5258.4
"1513374",2012,"WA","Spokane","DRY PEAS","Cold Wet Weather",5,"MAY",143.324,9056.6
"1513375",2012,"WA","Spokane","DRY PEAS","Cold Wet Weather",5,"MAY",3.84,720
"1513376",2012,"WA","Spokane","DRY PEAS","Flood",5,"MAY",26.8,1037
"1513377",2012,"WA","Spokane","DRY PEAS","Wildlife",7,"JUL",44.65,922
"1513378",2012,"WA","Spokane","BARLEY","Heat",7,"JUL",69.8,4366
"1513379",2012,"WA","Spokane","BARLEY","Excess Moisture/Precip/Rain",3,"MAR",239.6,34611
"1513380",2012,"WA","Spokane","BARLEY","Excess Moisture/Precip/Rain",5,"MAY",174.34,26709
"1513381",2012,"WA","Spokane","BARLEY","Excess Moisture/Precip/Rain",5,"MAY",18.49,2135
"1513382",2012,"WA","Spokane","BARLEY","Frost",8,"AUG",96.1,8307
"1513383",2012,"WA","Spokane","BARLEY","Cold Wet Weather",5,"MAY",211.32,12700.2
"1513384",2012,"WA","Spokane","BARLEY","Cold Wet Weather",4,"APR",64.08,2944.8
"1513385",2012,"WA","Stevens","All Other Crops","Excess Moisture/Precip/Rain",5,"MAY",12,920.4
"1513386",2012,"WA","Stevens","All Other Crops","Excess Moisture/Precip/Rain",5,"MAY",54.54,5739
"1513387",2012,"WA","Stevens","All Other Crops","Frost",5,"MAY",36,2761.2
"1513388",2012,"WA","Stevens","All Other Crops","Frost",5,"MAY",59.4,16552
"1513389",2012,"WA","Stevens","All Other Crops","Cold Wet Weather",5,"MAY",30.7,5221
"1513390",2012,"WA","Stevens","All Other Crops","Cold Wet Weather",4,"APR",120.23,1455.4
"1513391",2012,"WA","Stevens","All Other Crops","Flood",4,"APR",160.75,20110
"1513392",2012,"WA","Stevens","All Other Crops","Flood",4,"APR",45.34,18007
"1513393",2012,"WA","Walla Walla","WHEAT","Decline in Price",12,"DEC",401.7,18844
"1513394",2012,"WA","Walla Walla","WHEAT","Drought",6,"JUN",1016.01,140495
"1513395",2012,"WA","Walla Walla","WHEAT","Drought",9,"SEP",65.7,6670
"1513396",2012,"WA","Walla Walla","WHEAT","Drought",10,"OCT",189.9,1080.8
"1513397",2012,"WA","Walla Walla","WHEAT","Drought",12,"DEC",174,13470
"1513398",2012,"WA","Walla Walla","WHEAT","Drought",11,"NOV",25.216,809.6
"1513399",2012,"WA","Walla Walla","WHEAT","Drought",7,"JUL",576.8225,24027.75
"1513400",2012,"WA","Walla Walla","WHEAT","Drought",11,"NOV",689.031,37132.3
"1513401",2012,"WA","Walla Walla","WHEAT","Drought",10,"OCT",12.608,404.8
"1513402",2012,"WA","Walla Walla","WHEAT","Drought",12,"DEC",139.16,4461
"1513403",2012,"WA","Walla Walla","WHEAT","Heat",5,"MAY",50.4,21438
"1513404",2012,"WA","Walla Walla","WHEAT","Heat",5,"MAY",17.585,1447.2
"1513405",2012,"WA","Walla Walla","WHEAT","Heat",6,"JUN",637.51,79897
"1513406",2012,"WA","Walla Walla","WHEAT","Heat",4,"APR",115.85,26008.45
"1513407",2012,"WA","Walla Walla","WHEAT","Heat",5,"MAY",252.15,90197.7
"1513408",2012,"WA","Walla Walla","WHEAT","Heat",4,"APR",8.436,208.2
"1513409",2012,"WA","Walla Walla","WHEAT","Hail",4,"APR",30.123,1546.7
"1513410",2012,"WA","Walla Walla","WHEAT","Hail",7,"JUL",7001.81,323864
"1513411",2012,"WA","Walla Walla","WHEAT","Hail",6,"JUN",459.425,31262
"1513412",2012,"WA","Walla Walla","WHEAT","Excess Moisture/Precip/Rain",4,"APR",523.48,51342.2
"1513413",2012,"WA","Walla Walla","WHEAT","Excess Moisture/Precip/Rain",4,"APR",67.94,8507
"1513414",2012,"WA","Walla Walla","WHEAT","Frost",4,"APR",114.8,25955.5
"1513415",2012,"WA","Walla Walla","WHEAT","Frost",5,"MAY",287.7175,38127.05
"1513416",2012,"WA","Walla Walla","WHEAT","Frost",5,"MAY",202.315,1256.9
"1513417",2012,"WA","Walla Walla","WHEAT","Cold Winter",12,"DEC",183.4,45939.6
"1513418",2012,"WA","Walla Walla","WHEAT","Cold Wet Weather",4,"APR",186.44,31982
"1513419",2012,"WA","Walla Walla","WHEAT","Cold Wet Weather",7,"JUL",264.5,91025
"1513420",2012,"WA","Walla Walla","WHEAT","Cold Wet Weather",5,"MAY",491.25,19048
"1513421",2012,"WA","Walla Walla","WHEAT","Cold Wet Weather",8,"AUG",271.565,77050
"1513422",2012,"WA","Walla Walla","WHEAT","Cold Wet Weather",4,"APR",200.53,28581
"1513423",2012,"WA","Walla Walla","WHEAT","Cold Wet Weather",3,"MAR",471.4,37137
"1513424",2012,"WA","Walla Walla","WHEAT","Flood",7,"JUL",19.3,2182
"1513425",2012,"WA","Walla Walla","WHEAT","Flood",8,"AUG",172.72,49300
"1513426",2012,"WA","Walla Walla","WHEAT","Hot Wind",5,"MAY",22.775,6556.5
"1513427",2012,"WA","Walla Walla","WHEAT","Hot Wind",5,"MAY",16.8,7146
"1513428",2012,"WA","Walla Walla","WHEAT","Insects",8,"AUG",30.845,5444
"1513429",2012,"WA","Walla Walla","WHEAT","Plant Disease",4,"APR",60.246,3093.4
"1513430",2012,"WA","Walla Walla","WHEAT","Wildlife",5,"MAY",12.75,223.5
"1513431",2012,"WA","Walla Walla","WHEAT","Wildlife",3,"MAR",180.31,21270.3
"1513432",2012,"WA","Walla Walla","WHEAT","Other (Snow-Lightning-Etc.)",7,"JUL",619.1,26472
"1513433",2012,"WA","Walla Walla","WHEAT","Other Causes",11,"NOV",379.8,2161.6
"1513434",2012,"WA","Walla Walla","WHEAT","Other Causes",5,"MAY",2.45,123.55
"1513435",2012,"WA","Walla Walla","WHEAT","Other Causes",5,"MAY",19.684,485.8
"1513436",2012,"WA","Walla Walla","WHEAT","Other Causes",11,"NOV",25.216,809.6
"1513437",2012,"WA","Walla Walla","ONIONS","Freeze",11,"NOV",34.4,65623
"1513438",2012,"WA","Walla Walla","ONIONS","Cold Winter",11,"NOV",34.4,65623
"1513439",2012,"WA","Walla Walla","GRAPES","Frost",10,"OCT",3.3,6812
"1513440",2012,"WA","Walla Walla","GRAPES","Freeze",5,"MAY",2,1111
"1513441",2012,"WA","Walla Walla","GRAPES","Cold Wet Weather",5,"MAY",83.98,21303
"1513442",2012,"WA","Walla Walla","GRAPES","Cold Wet Weather",10,"OCT",13.28,31356.8
"1513443",2012,"WA","Walla Walla","GRAPES","Cold Wet Weather",4,"APR",44.6,3468.8
"1513444",2012,"WA","Walla Walla","GRAPES","Cold Wet Weather",5,"MAY",3.32,7839.2
"1513445",2012,"WA","Walla Walla","GRAPES","Cold Wet Weather",6,"JUN",142.6,44179
"1513446",2012,"WA","Walla Walla","GRAPES","Other (Snow-Lightning-Etc.)",11,"NOV",6.12,9503.2
"1513447",2012,"WA","Walla Walla","CHERRIES","Decline in Price",10,"OCT",29.8,2385
"1513448",2012,"WA","Walla Walla","CHERRIES","Decline in Price",6,"JUN",9.4,23532
"1513449",2012,"WA","Walla Walla","CHERRIES","Hail",8,"AUG",0,-6424
"1513450",2012,"WA","Walla Walla","CHERRIES","Hail",8,"AUG",4.9,40352
"1513451",2012,"WA","Walla Walla","CHERRIES","Hail",6,"JUN",13.2,13711.6
"1513452",2012,"WA","Walla Walla","CHERRIES","Hail",8,"AUG",0.1,824
"1513453",2012,"WA","Walla Walla","CHERRIES","Excess Moisture/Precip/Rain",6,"JUN",43.34,79949.6
"1513454",2012,"WA","Walla Walla","CHERRIES","Excess Moisture/Precip/Rain",6,"JUN",39.5,79048
"1513455",2012,"WA","Walla Walla","CHERRIES","Frost",4,"APR",11.36,25152.8
"1513456",2012,"WA","Walla Walla","CHERRIES","Other (Snow-Lightning-Etc.)",11,"NOV",103,128590
"1513457",2012,"WA","Walla Walla","DRY PEAS","Hail",6,"JUN",150.3,23293
"1513458",2012,"WA","Walla Walla","DRY PEAS","Excess Moisture/Precip/Rain",6,"JUN",77.25,10787.5
"1513459",2012,"WA","Walla Walla","DRY PEAS","Excess Moisture/Precip/Rain",4,"APR",36.25,4914.5
"1513460",2012,"WA","Walla Walla","DRY PEAS","Excess Moisture/Precip/Rain",5,"MAY",76.3,8573
"1513461",2012,"WA","Walla Walla","DRY PEAS","Cold Wet Weather",4,"APR",115.5,991
"1513462",2012,"WA","Walla Walla","DRY PEAS","Wind/Excess Wind",6,"JUN",41,5873
"1513463",2012,"WA","Walla Walla","All Other Crops","Heat",7,"JUL",33.9,5630
"1513464",2012,"WA","Whatcom","WHEAT","Excess Moisture/Precip/Rain",5,"MAY",10.098,877.8
"1513465",2012,"WA","Whatcom","WHEAT","Excess Moisture/Precip/Rain",4,"APR",62.754,8030.32
"1513466",2012,"WA","Whatcom","WHEAT","Excess Moisture/Precip/Rain",3,"MAR",29.648,3903.88
"1513467",2012,"WA","Whatcom","BLUEBERRIES","Excess Moisture/Precip/Rain",6,"JUN",44.6,7039
"1513468",2012,"WA","Whatcom","ADJUSTED GROSS REVENUE-LITE","Decline in Price",4,"APR",0,106577
"1513469",2012,"WA","Whatcom","ADJUSTED GROSS REVENUE-LITE","Decline in Price",7,"JUL",0,8157
"1513470",2012,"WA","Whatcom","ADJUSTED GROSS REVENUE-LITE","Decline in Price",8,"AUG",0,130467.22
"1513471",2012,"WA","Whatcom","ADJUSTED GROSS REVENUE-LITE","Decline in Price",3,"MAR",0,11344.95
"1513472",2012,"WA","Whatcom","ADJUSTED GROSS REVENUE-LITE","Excess Moisture/Precip/Rain",5,"MAY",0,40728
"1513473",2012,"WA","Whatcom","ADJUSTED GROSS REVENUE-LITE","Excess Moisture/Precip/Rain",8,"AUG",0,111632.78
"1513474",2012,"WA","Whatcom","ADJUSTED GROSS REVENUE-LITE","Excess Moisture/Precip/Rain",3,"MAR",0,10900.05
"1513475",2012,"WA","Whatcom","POTATOES","Excess Moisture/Precip/Rain",5,"MAY",227.4,38621
"1513476",2012,"WA","Whitman","WHEAT","Drought",7,"JUL",97.9,3211
"1513477",2012,"WA","Whitman","WHEAT","Drought",11,"NOV",153.3,39924
"1513478",2012,"WA","Whitman","WHEAT","Heat",5,"MAY",20.889,1313.73
"1513479",2012,"WA","Whitman","WHEAT","Heat",7,"JUL",318.97,19042.34
"1513480",2012,"WA","Whitman","WHEAT","Hail",7,"JUL",38.868,512.58
"1513481",2012,"WA","Whitman","WHEAT","Excess Moisture/Precip/Rain",4,"APR",50.32,680
"1513482",2012,"WA","Whitman","WHEAT","Excess Moisture/Precip/Rain",5,"MAY",231.01,6217
"1513483",2012,"WA","Whitman","WHEAT","Excess Moisture/Precip/Rain",3,"MAR",62.902,10919.4
"1513484",2012,"WA","Whitman","WHEAT","Excess Moisture/Precip/Rain",5,"MAY",130.7,3789
"1513485",2012,"WA","Whitman","WHEAT","Excess Moisture/Precip/Rain",8,"AUG",357.8,11194
"1513486",2012,"WA","Whitman","WHEAT","Excess Moisture/Precip/Rain",4,"APR",1071.983,223128.6
"1513487",2012,"WA","Whitman","WHEAT","Excess Moisture/Precip/Rain",4,"APR",101.33,19550
"1513488",2012,"WA","Whitman","WHEAT","Excess Moisture/Precip/Rain",7,"JUL",72.25,3755
"1513489",2012,"WA","Whitman","WHEAT","Excess Moisture/Precip/Rain",6,"JUN",244.2,7654
"1513490",2012,"WA","Whitman","WHEAT","Excess Moisture/Precip/Rain",5,"MAY",2.39,380
"1513491",2012,"WA","Whitman","WHEAT","Excess Moisture/Precip/Rain",5,"MAY",987.425,196550
"1513492",2012,"WA","Whitman","WHEAT","Excess Moisture/Precip/Rain",5,"MAY",133.51,31477
"1513493",2012,"WA","Whitman","WHEAT","Excess Moisture/Precip/Rain",4,"APR",102.4,2734
"1513494",2012,"WA","Whitman","WHEAT","Excess Moisture/Precip/Rain",7,"JUL",2.5,1681.5
"1513495",2012,"WA","Whitman","WHEAT","Frost",6,"JUN",267.62,24115
"1513496",2012,"WA","Whitman","WHEAT","Frost",6,"JUN",136,939
"1513497",2012,"WA","Whitman","WHEAT","Frost",5,"MAY",1836.72,54792
"1513498",2012,"WA","Whitman","WHEAT","Frost",7,"JUL",92.8,2217
"1513499",2012,"WA","Whitman","WHEAT","Freeze",1,"JAN",133.9,4312
"1513500",2012,"WA","Whitman","WHEAT","Freeze",12,"DEC",160.9,5181
"1513501",2012,"WA","Whitman","WHEAT","Cold Wet Weather",1,"JAN",220.8,7073
"1513502",2012,"WA","Whitman","WHEAT","Cold Wet Weather",2,"FEB",188.8,5402.5
"1513503",2012,"WA","Whitman","WHEAT","Cold Wet Weather",5,"MAY",1798.452,68655.92
"1513504",2012,"WA","Whitman","WHEAT","Cold Wet Weather",3,"MAR",268.05,10313
"1513505",2012,"WA","Whitman","WHEAT","Cold Wet Weather",5,"MAY",49.92,8810
"1513506",2012,"WA","Whitman","WHEAT","Cold Wet Weather",4,"APR",458.822,17320.2
"1513507",2012,"WA","Whitman","WHEAT","Cold Wet Weather",5,"MAY",2.5,1681.5
"1513508",2012,"WA","Whitman","WHEAT","Cold Wet Weather",1,"JAN",300.15,9631
"1513509",2012,"WA","Whitman","WHEAT","Cold Wet Weather",12,"DEC",95.28,3067.8
"1513510",2012,"WA","Whitman","WHEAT","Wind/Excess Wind",5,"MAY",20.889,1313.73
"1513511",2012,"WA","Whitman","WHEAT","Plant Disease",7,"JUL",107.9,6795
"1513512",2012,"WA","Whitman","WHEAT","Plant Disease",6,"JUN",235,14393
"1513513",2012,"WA","Whitman","WHEAT","Other (Snow-Lightning-Etc.)",12,"DEC",63.52,2045.2
"1513514",2012,"WA","Whitman","DRY PEAS","Drought",7,"JUL",1597.4,68835
"1513515",2012,"WA","Whitman","DRY PEAS","Heat",6,"JUN",206.64,18160.5
"1513516",2012,"WA","Whitman","DRY PEAS","Heat",10,"OCT",326,10425
"1513517",2012,"WA","Whitman","DRY PEAS","Heat",6,"JUN",40.88,7450
"1513518",2012,"WA","Whitman","DRY PEAS","Heat",7,"JUL",515.01,32045.5
"1513519",2012,"WA","Whitman","DRY PEAS","Heat",8,"AUG",164.83,6919
"1513520",2012,"WA","Whitman","DRY PEAS","Excess Moisture/Precip/Rain",6,"JUN",936.75,37433
"1513521",2012,"WA","Whitman","DRY PEAS","Excess Moisture/Precip/Rain",5,"MAY",247.66,35262
"1513522",2012,"WA","Whitman","DRY PEAS","Excess Moisture/Precip/Rain",5,"MAY",5.8625,1088.75
"1513523",2012,"WA","Whitman","DRY PEAS","Excess Moisture/Precip/Rain",5,"MAY",984.99,45104.2
"1513524",2012,"WA","Whitman","DRY PEAS","Excess Moisture/Precip/Rain",4,"APR",365.716,53026.2
"1513525",2012,"WA","Whitman","DRY PEAS","Excess Moisture/Precip/Rain",4,"APR",17.5875,3266.25
"1513526",2012,"WA","Whitman","DRY PEAS","Excess Moisture/Precip/Rain",3,"MAR",5.634,778.8
"1513527",2012,"WA","Whitman","DRY PEAS","Excess Moisture/Precip/Rain",7,"JUL",751.77,22154
"1513528",2012,"WA","Whitman","DRY PEAS","Cold Winter",5,"MAY",38.072,516
"1513529",2012,"WA","Whitman","DRY PEAS","Cold Wet Weather",4,"APR",1408.356,72016.8
"1513530",2012,"WA","Whitman","DRY PEAS","Cold Wet Weather",7,"JUL",576.09,42578
"1513531",2012,"WA","Whitman","DRY PEAS","Cold Wet Weather",5,"MAY",1284.402,77259
"1513532",2012,"WA","Whitman","DRY PEAS","Wind/Excess Wind",8,"AUG",749.3,39371
"1513533",2012,"WA","Whitman","DRY PEAS","Insects",7,"JUL",44.84,4160.5
"1513534",2012,"WA","Whitman","DRY PEAS","Plant Disease",7,"JUL",44.84,4160.5
"1513535",2012,"WA","Whitman","MUSTARD","Cold Wet Weather",5,"MAY",112,4018
"1513536",2012,"WA","Whitman","BARLEY","Heat",6,"JUN",26.8,498
"1513537",2012,"WA","Whitman","BARLEY","Heat",8,"AUG",8,847
"1513538",2012,"WA","Whitman","BARLEY","Heat",7,"JUL",378.97,35334
"1513539",2012,"WA","Whitman","BARLEY","Heat",5,"MAY",239.97,5577
"1513540",2012,"WA","Whitman","BARLEY","Excess Moisture/Precip/Rain",5,"MAY",201.1,47948
"1513541",2012,"WA","Whitman","BARLEY","Excess Moisture/Precip/Rain",5,"MAY",98.47,3766
"1513542",2012,"WA","Whitman","BARLEY","Excess Moisture/Precip/Rain",5,"MAY",30.9,4945
"1513543",2012,"WA","Whitman","BARLEY","Excess Moisture/Precip/Rain",5,"MAY",174.2,4303
"1513544",2012,"WA","Whitman","BARLEY","Excess Moisture/Precip/Rain",9,"SEP",199.9,8024
"1513545",2012,"WA","Whitman","BARLEY","Excess Moisture/Precip/Rain",4,"APR",26,2974
"1513546",2012,"WA","Whitman","BARLEY","Excess Moisture/Precip/Rain",4,"APR",37.25,7667
"1513547",2012,"WA","Whitman","BARLEY","Frost",5,"MAY",129.8,7975
"1513548",2012,"WA","Whitman","BARLEY","Cold Wet Weather",3,"MAR",13.55,1036
"1513549",2012,"WA","Whitman","BARLEY","Cold Wet Weather",4,"APR",13.55,1036
"1513550",2012,"WA","Whitman","BARLEY","Cold Wet Weather",5,"MAY",644.7,33172
"1513551",2012,"WA","Whitman","BARLEY","Cold Wet Weather",5,"MAY",50.88,2304
"1513552",2012,"WA","Yakima","WHEAT","Decline in Price",4,"APR",135.168,14119.6
"1513553",2012,"WA","Yakima","WHEAT","Drought",5,"MAY",409.56,32169
"1513554",2012,"WA","Yakima","WHEAT","Drought",11,"NOV",351.325,2635.75
"1513555",2012,"WA","Yakima","WHEAT","Drought",5,"MAY",1110.03,32491
"1513556",2012,"WA","Yakima","WHEAT","Drought",12,"DEC",351.325,2635.75
"1513557",2012,"WA","Yakima","WHEAT","Drought",4,"APR",860.16,89852
"1513558",2012,"WA","Yakima","WHEAT","Drought",7,"JUL",286.51,23591
"1513559",2012,"WA","Yakima","WHEAT","Heat",12,"DEC",351.325,2635.75
"1513560",2012,"WA","Yakima","WHEAT","Wind/Excess Wind",4,"APR",233.472,24388.4
"1513561",2012,"WA","Yakima","WHEAT","Insects",9,"SEP",640.03,87659
"1513562",2012,"WA","Yakima","WHEAT","Other Causes",12,"DEC",351.325,2635.75
"1513563",2012,"WA","Yakima","DRY BEANS","Heat",8,"AUG",28,8716
"1513564",2012,"WA","Yakima","DRY BEANS","Heat",7,"JUL",38.6,9020
"1513565",2012,"WA","Yakima","DRY BEANS","Other (Snow-Lightning-Etc.)",8,"AUG",38.6,9020
"1513566",2012,"WA","Yakima","GRAPES","Hail",7,"JUL",117.825,23786.25
"1513567",2012,"WA","Yakima","GRAPES","Hail",7,"JUL",43.25,53735
"1513568",2012,"WA","Yakima","GRAPES","Excess Moisture/Precip/Rain",6,"JUN",35.8,1968
"1513569",2012,"WA","Yakima","GRAPES","Frost",10,"OCT",22.9,923
"1513570",2012,"WA","Yakima","GRAPES","Frost",4,"APR",47.2,9902
"1513571",2012,"WA","Yakima","GRAPES","Freeze",11,"NOV",24.06,9221.8
